CustomerID,Age,Gender,Tenure,Usage Frequency,Support Calls,Payment Delay,Subscription Type,Contract Length,Total Spend,Last Interaction
61544,22.0,Female,17,29,3,21.0,Premium,Annual,420.0,18
44137,46.0,FEMALE,3,11,8,8.0,Basic,Monthly,220.0,2
57008,63.0,Male,41,21,10,28.0,Standard,Monthly,982.0,28
38324,32.0,Male,40,1,8,10.0,Basic,Quarterly,337.0,30
4826,49.0,Male,25,19,4,15.0,Basic,Monthly,428.0,21
54345,39.0,Female,26,20,10,23.0,Basic,Quarterly,313.0,3
14831,37.0,Male,36,6,7,12.0,Basic,Monthly,334.0,26
10731,25.0,Female,16,13,10,14.0,Basic,MONTHLY,865.0,24
55109,38.0,Female,36,10,7,28.0,Standard,Quarterly,286.0,23
1922,61.0,M,50,3,4,,Premium,Quarterly,476.0,27
18613,26.0,Male,54,28,9,8.0,Standard,annual,457.0,28
62693,58.0,Male,47,1,9,,Standard,Quarterly,973.0,29
56129,44.0,Female,45,11,7,25.0,Basic,annual,,2
61263,34.0,Male,40,11,10,,Premium,annual,411.0,10
39494,53.0,Female,2,2,5,28.0,Basic,Monthly,327.0,9
19306,29.0,female,5,14,5,18.0,Premium,Quarterly,984.0,23
13681,56.0,Male,38,17,3,30.0,Premium,Quarterly,276.0,21
1460,32.0,M,11,2,10,10.0,Standard,Annual,531.0,25
61553,64.0,Male,42,9,5,19.0,Standard,Quarterly,147.0,24
8492,57.0,Male,41,30,7,30.0,Premium,Annual,959.0,9
39534,37.0,Male,33,21,4,21.0,Premium,Annual,,1
42485,42.0,Female,13,17,8,13.0,Standard,annual,772.0,20
40090,22.0,Male,19,23,8,4.0,Basic,Monthly,942.0,30
52417,63.0,Male,4,3,7,28.0,PREMIUM,Monthly,748.0,13
30525,33.0,Female,44,24,4,,Premium,Annual,663.0,2
5571,38.0,Male,15,11,9,22.0,Premium,Annual,989.0,24
21813,63.0,female,23,13,10,17.0,Basic,Annual,882.0,22
18364,,Male,55,21,5,21.0,Basic,Monthly,492.0,8
1495,21.0,Male,45,8,1,14.0,Basic,Annual,280.0,12
1725,31.0,Male,14,27,6,2.0,Standard,Monthly,120.0,27
59076,21.0,Male,48,12,8,29.0,basic,Quarterly,721.0,19
31032,51.0,Female,10,28,0,6.0,Standard,Annual,,26
62159,26.0,Female,18,12,3,,STANDARD,Annual,382.0,29
20657,47.0,Male,56,14,1,,Basic,Annual,581.0,13
60359,,Female,12,19,2,30.0,premium,Quarterly,,18
25812,31.0,M,13,22,0,7.0,Standard,Quarterly,907.0,6
28756,27.0,Male,41,26,5,16.0,Basic,Quarterly,459.0,14
44948,31.0,Female,34,2,4,,Premium,Monthly,737.0,22
16820,47.0,F,14,20,0,13.0,Premium,Monthly,154.0,30
61191,20.0,Female,58,2,2,28.0,basic,Monthly,471.0,22
57394,40.0,Male,55,24,9,24.0,Standard,Annual,851.0,9
3751,33.0,Male,32,28,9,5.0,Premium,Quarterly,623.0,29
27723,44.0,Male,53,5,3,7.0,Standard,Annual,692.0,22
53124,42.0,Female,53,3,9,25.0,Basic,Quarterly,,29
16596,31.0,Female,6,18,5,26.0,PREMIUM,MONTHLY,815.0,20
58793,39.0,Female,54,30,7,21.0,Premium,Annual,156.0,2
30519,41.0,Male,46,6,0,24.0,Basic,Annual,629.0,28
23559,63.0,Male,37,16,5,0.0,premium,Monthly,537.0,18
2341,46.0,Male,52,12,10,25.0,Basic,Monthly,260.0,22
17100,65.0,Female,56,21,2,3.0,Premium,annual,243.0,30
12069,,Female,55,29,2,8.0,Premium,Quarterly,470.0,3
17886,43.0,FEMALE,60,3,3,8.0,Standard,Monthly,296.0,1
16847,21.0,Female,28,7,6,13.0,Basic,Monthly,351.0,12
63661,23.0,male,59,30,6,23.0,Premium,Monthly,634.0,1
52399,57.0,female,42,2,6,15.0,Standard,Monthly,727.0,11
26679,22.0,Male,13,18,9,13.0,Premium,ANNUAL,695.0,17
39661,50.0,Male,48,28,1,29.0,Basic,Monthly,320.0,13
63914,61.0,Female,27,2,5,21.0,Basic,Monthly,394.0,1
48475,21.0,Female,40,10,2,29.0,Premium,QUARTERLY,199.0,1
5428,37.0,Male,11,12,10,2.0,Standard,Annual,698.0,11
44120,30.0,Male,35,16,6,3.0,Basic,Quarterly,412.0,5
47325,55.0,Male,26,14,5,25.0,STANDARD,Monthly,581.0,26
25315,29.0,Male,10,12,1,9.0,Basic,Annual,135.0,17
2319,26.0,Male,42,25,9,10.0,Basic,Quarterly,971.0,7
47266,29.0,M,35,26,7,21.0,Premium,Monthly,,14
23150,30.0,Male,4,19,8,,Basic,Annual,825.0,18
20085,46.0,Female,18,9,5,22.0,Standard,Annual,586.0,27
21594,,Female,49,2,10,29.0,PREMIUM,Monthly,749.0,19
9628,34.0,Female,13,28,7,21.0,Premium,Quarterly,107.0,30
30584,61.0,Male,59,20,6,28.0,Standard,Quarterly,596.0,1
33765,19.0,Male,45,3,7,,Standard,Annual,205.0,11
14467,25.0,Male,13,17,10,28.0,Basic,Monthly,484.0,16
27362,46.0,Male,36,4,3,14.0,Premium,Quarterly,113.0,22
6038,37.0,Male,34,13,9,23.0,Basic,Annual,161.0,14
20972,44.0,Male,8,3,0,23.0,Premium,Quarterly,278.0,11
24008,34.0,Male,58,21,3,7.0,Basic,Quarterly,421.0,13
45846,23.0,Female,60,14,2,,Standard,Monthly,,2
4503,23.0,Female,28,21,8,28.0,Premium,Annual,186.0,29
16070,47.0,Female,55,1,2,,Basic,monthly,102.0,3
29341,49.0,Male,36,2,6,25.0,Premium,Quarterly,965.0,24
37850,18.0,Female,9,20,7,27.0,PREMIUM,Quarterly,697.0,1
22000,38.0,Male,16,5,1,12.0,Basic,Annual,137.0,26
28823,53.0,Female,32,29,0,16.0,Standard,Annual,390.0,22
60322,53.0,Female,52,23,6,25.0,Standard,Quarterly,709.0,21
9647,45.0,Female,6,5,6,30.0,Basic,ANNUAL,997.0,12
36131,42.0,Female,58,12,6,19.0,Premium,quarterly,594.0,4
29399,20.0,Female,7,8,4,13.0,premium,Quarterly,262.0,2
27887,18.0,Male,46,4,3,19.0,Basic,Monthly,387.0,1
49589,35.0,Male,56,14,9,20.0,BASIC,Monthly,675.0,4
57233,51.0,Female,7,30,7,24.0,Standard,Quarterly,422.0,11
40788,21.0,Male,59,15,0,29.0,PREMIUM,QUARTERLY,968.0,20
63248,55.0,Male,38,14,9,,Standard,Annual,349.0,2
57836,,Female,46,6,5,27.0,Premium,Quarterly,294.0,3
28094,,male,47,14,0,27.0,Standard,Annual,601.0,1
40213,22.0,Female,44,12,3,13.0,Premium,Quarterly,666.0,16
44810,58.0,Male,59,19,10,11.0,Premium,Annual,378.0,5
52726,27.0,Male,33,12,8,30.0,Basic,Monthly,169.0,13
40127,,Female,10,24,4,2.0,Basic,Monthly,795.0,17
61520,,Female,15,29,3,24.0,Standard,annual,,29
42016,63.0,Female,41,12,2,23.0,Standard,Monthly,,29
54782,52.0,Female,2,3,10,,Basic,Monthly,184.0,25
51021,51.0,Male,41,2,10,11.0,Standard,Quarterly,546.0,18
49686,26.0,Female,41,20,5,29.0,Basic,annual,600.0,18
40284,30.0,Male,55,26,6,,Standard,Annual,886.0,11
10247,21.0,Male,46,28,9,5.0,Basic,Annual,670.0,24
26176,23.0,Male,46,6,1,10.0,Basic,Monthly,668.0,26
23173,28.0,male,56,25,2,2.0,Basic,Quarterly,774.0,20
7388,,Female,3,2,9,5.0,Basic,Monthly,838.0,13
53047,28.0,Female,3,22,3,24.0,Basic,Annual,471.0,3
49546,60.0,Female,60,9,10,30.0,Standard,Monthly,483.0,3
12716,48.0,Male,33,30,5,3.0,Premium,Quarterly,629.0,23
61066,,Male,17,1,5,12.0,Premium,Monthly,,22
36470,27.0,Male,47,11,9,11.0,BASIC,Annual,271.0,27
58528,42.0,Female,4,10,0,21.0,Basic,Monthly,957.0,30
50713,35.0,Female,35,8,0,,Premium,Quarterly,238.0,13
32117,44.0,Female,56,2,6,5.0,Premium,Annual,415.0,2
39446,54.0,Male,48,22,1,10.0,Standard,Annual,694.0,2
46454,,Female,17,3,5,21.0,Standard,Monthly,405.0,18
60299,33.0,Female,13,2,3,21.0,Standard,Monthly,655.0,6
56627,65.0,Female,33,2,7,25.0,Basic,quarterly,865.0,16
15528,31.0,Female,2,11,7,27.0,Basic,Monthly,837.0,14
63030,40.0,Female,31,15,3,28.0,Premium,Annual,145.0,25
10032,,Male,5,28,0,6.0,Basic,Monthly,994.0,29
40561,46.0,Male,1,12,4,26.0,Standard,Quarterly,149.0,22
39286,45.0,Male,33,6,4,5.0,premium,Monthly,220.0,20
32045,40.0,Female,10,26,1,29.0,BASIC,Annual,399.0,5
12136,34.0,Male,34,15,9,4.0,Basic,Annual,398.0,11
51547,23.0,Female,31,1,10,22.0,Standard,Quarterly,628.0,11
54871,45.0,Male,25,27,8,,Basic,Quarterly,529.0,6
5310,64.0,Female,60,22,2,29.0,Basic,Monthly,213.0,12
1104,47.0,Female,39,21,9,18.0,Premium,Quarterly,796.0,29
41952,38.0,Female,43,7,5,9.0,Standard,Monthly,148.0,7
8556,22.0,F,23,18,2,12.0,Basic,Quarterly,973.0,20
16799,31.0,Male,31,9,6,17.0,Standard,Quarterly,872.0,13
784,46.0,Male,45,7,2,3.0,Standard,Annual,927.0,8
24195,30.0,Male,21,19,3,11.0,Premium,Monthly,975.0,14
2522,55.0,Female,37,13,10,28.0,Premium,Annual,340.0,8
52924,48.0,Female,48,30,9,17.0,Standard,Quarterly,386.0,30
63942,18.0,Male,47,16,6,26.0,STANDARD,Monthly,,17
8120,40.0,female,32,3,6,15.0,Standard,Annual,955.0,14
49182,26.0,Female,35,4,10,,Basic,Annual,320.0,30
23034,59.0,Female,20,17,10,13.0,Basic,Quarterly,482.0,7
9779,24.0,Male,13,17,6,6.0,standard,Monthly,357.0,17
52342,52.0,Female,55,15,1,22.0,Premium,Monthly,269.0,30
2933,29.0,Male,57,19,3,10.0,Basic,Annual,251.0,14
7621,64.0,Male,4,9,9,25.0,Standard,Monthly,693.0,21
19814,47.0,Male,17,3,7,23.0,Basic,Monthly,963.0,25
54487,61.0,Female,15,13,8,28.0,Premium,Monthly,826.0,4
38851,36.0,Female,34,9,10,4.0,Standard,Monthly,262.0,5
19033,50.0,Female,9,13,9,12.0,Standard,Quarterly,294.0,1
49118,27.0,Male,24,11,8,27.0,Standard,Annual,262.0,15
18043,42.0,Female,27,8,7,1.0,Standard,Annual,391.0,26
6463,40.0,Female,55,2,1,9.0,Basic,Annual,365.0,5
53065,59.0,FEMALE,49,1,10,18.0,Standard,Monthly,,10
1256,31.0,Male,42,2,6,24.0,Premium,Annual,178.0,11
28250,53.0,Male,49,10,4,8.0,Premium,Annual,590.0,11
52253,26.0,Male,41,30,6,17.0,Basic,Monthly,537.0,2
50919,39.0,Male,27,11,10,16.0,Standard,MONTHLY,970.0,1
31610,44.0,Male,18,26,2,19.0,Standard,Quarterly,645.0,2
61548,49.0,Female,11,10,1,29.0,Standard,Monthly,911.0,16
29789,53.0,Male,12,19,5,,Standard,Annual,872.0,23
25532,43.0,male,18,13,5,0.0,Basic,Quarterly,265.0,1
2281,22.0,Male,55,24,3,,Premium,Quarterly,229.0,26
61494,59.0,female,53,4,5,9.0,Premium,Monthly,747.0,25
13755,23.0,Male,7,7,3,,Standard,Monthly,496.0,2
59730,49.0,Female,37,10,7,26.0,Premium,Annual,829.0,9
33028,54.0,Male,24,30,7,25.0,Standard,Annual,489.0,6
44710,60.0,Female,2,20,0,,Premium,Quarterly,552.0,16
23872,27.0,Female,43,27,2,26.0,Premium,QUARTERLY,714.0,17
38274,,Male,23,10,5,6.0,Standard,Monthly,320.0,26
44731,49.0,female,60,17,2,17.0,Standard,Monthly,,30
37609,60.0,Male,19,30,4,,Premium,Monthly,415.0,26
8188,57.0,Male,31,27,4,,Basic,Monthly,431.0,17
53747,50.0,Female,60,12,5,16.0,Premium,Quarterly,700.0,5
55191,60.0,Female,15,6,3,23.0,Premium,Annual,434.0,7
11685,58.0,Male,36,5,6,27.0,Premium,Annual,210.0,7
3731,64.0,FEMALE,8,6,4,30.0,Basic,Quarterly,969.0,27
54167,27.0,Male,38,16,10,17.0,Standard,Monthly,841.0,29
18446,31.0,Female,55,7,5,18.0,Standard,Annual,698.0,9
47888,20.0,Female,6,2,1,29.0,Premium,Annual,394.0,25
11599,,FEMALE,52,28,2,27.0,Premium,Annual,620.0,8
1094,41.0,Female,49,12,4,17.0,Premium,Quarterly,225.0,5
39841,36.0,Female,12,29,2,11.0,Standard,Monthly,847.0,3
27487,,Female,30,2,6,8.0,Basic,Annual,227.0,15
9346,47.0,Female,43,17,10,17.0,standard,Monthly,859.0,7
26797,36.0,Male,20,6,8,14.0,Premium,Quarterly,554.0,14
55390,62.0,Male,4,2,5,,Standard,Monthly,,6
22879,53.0,Male,46,6,2,1.0,Standard,Annual,639.0,6
54837,51.0,Female,54,2,7,14.0,Basic,Quarterly,376.0,20
16521,34.0,Female,12,19,2,,Premium,Quarterly,592.0,19
11682,52.0,Male,15,29,4,17.0,Basic,Annual,625.0,28
60591,40.0,Male,59,30,8,19.0,Premium,Quarterly,660.0,13
61243,21.0,Male,38,11,5,23.0,Standard,Annual,441.0,17
40738,28.0,Female,24,5,3,12.0,STANDARD,Quarterly,797.0,12
44927,22.0,Male,20,29,10,25.0,Basic,Annual,216.0,11
57339,38.0,Female,36,7,8,22.0,Standard,Quarterly,202.0,26
43793,38.0,Male,16,2,1,,Standard,Quarterly,451.0,8
61556,29.0,MALE,60,17,9,,Premium,Annual,165.0,1
20621,60.0,Male,3,20,3,16.0,Premium,Quarterly,872.0,18
17648,28.0,Female,17,22,9,27.0,Basic,Monthly,854.0,20
4362,54.0,Female,32,3,10,26.0,Basic,Monthly,,14
46897,58.0,Female,36,23,2,26.0,Premium,Monthly,971.0,9
37452,37.0,Male,25,10,4,22.0,Basic,Monthly,663.0,19
8623,47.0,Male,22,1,8,17.0,Premium,Quarterly,634.0,12
34099,41.0,Female,45,27,5,9.0,Basic,Monthly,675.0,27
54991,23.0,Female,11,4,9,23.0,Basic,Monthly,867.0,21
9513,49.0,Male,55,19,4,19.0,PREMIUM,Quarterly,929.0,19
33974,27.0,Male,44,13,6,2.0,Premium,ANNUAL,902.0,9
43685,41.0,Male,49,21,2,,Standard,Annual,680.0,19
752,33.0,Male,29,28,6,7.0,Premium,Monthly,564.0,18
34133,57.0,Male,1,14,5,20.0,Standard,Quarterly,536.0,29
46202,39.0,Female,18,20,9,24.0,Standard,Annual,487.0,2
44626,24.0,Male,49,19,10,15.0,Standard,Annual,492.0,19
44903,25.0,male,5,8,7,28.0,Premium,Monthly,152.0,20
52347,56.0,Male,60,25,8,21.0,Premium,Monthly,214.0,20
37026,51.0,F,1,4,9,7.0,Basic,Monthly,355.0,2
29709,53.0,Female,39,14,6,2.0,Premium,Annual,263.0,25
14090,52.0,Female,1,20,2,26.0,Standard,Quarterly,606.0,17
42047,54.0,Female,22,14,4,20.0,Premium,Monthly,342.0,25
62334,33.0,Female,34,14,0,,Standard,Monthly,450.0,2
608,45.0,Male,51,25,9,30.0,Standard,Annual,267.0,15
31587,,Female,48,5,0,9.0,Premium,Monthly,638.0,23
11776,19.0,Female,17,19,5,12.0,Basic,Quarterly,140.0,29
53428,44.0,Male,30,1,10,,Premium,Annual,861.0,28
18068,55.0,Female,8,12,3,24.0,Basic,Annual,494.0,24
7932,42.0,Male,49,7,6,16.0,Standard,Annual,233.0,11
7477,49.0,Female,57,18,7,13.0,Standard,Annual,117.0,15
39394,64.0,Male,22,23,5,18.0,Premium,Quarterly,444.0,2
10502,44.0,Female,31,2,10,9.0,premium,Quarterly,883.0,22
28916,61.0,Female,26,5,10,13.0,BASIC,Quarterly,214.0,6
19093,55.0,Male,53,9,4,20.0,Standard,Monthly,241.0,1
13022,18.0,Female,35,21,10,6.0,Basic,Annual,284.0,14
53949,45.0,Female,60,6,5,18.0,Basic,Quarterly,951.0,30
46780,48.0,Female,41,24,6,,Basic,ANNUAL,,27
11728,53.0,Male,16,26,5,25.0,Basic,Annual,751.0,30
52369,30.0,Male,59,24,7,21.0,Standard,Monthly,584.0,20
51488,25.0,Female,47,28,10,,Standard,Quarterly,,28
19961,44.0,Female,25,12,3,,Standard,Quarterly,817.0,20
13209,,Female,17,30,2,17.0,Basic,Quarterly,265.0,19
29067,21.0,Male,38,12,0,12.0,Premium,Monthly,522.0,13
24614,52.0,Male,41,21,1,14.0,Premium,Monthly,846.0,14
38432,,Female,46,6,3,21.0,basic,Quarterly,484.0,23
1661,23.0,Male,55,18,10,22.0,Premium,Monthly,287.0,18
28778,27.0,Female,51,20,9,26.0,Basic,Quarterly,872.0,5
20027,28.0,Male,38,14,0,5.0,Basic,Monthly,539.0,4
20140,37.0,Male,13,12,6,30.0,Premium,Quarterly,588.0,20
38073,64.0,Male,51,6,3,12.0,standard,Annual,979.0,2
60325,26.0,M,24,1,9,19.0,Standard,Annual,139.0,20
3457,43.0,Female,16,20,8,23.0,Premium,QUARTERLY,408.0,20
58075,44.0,Female,55,24,10,19.0,Standard,Annual,,13
3849,,Male,35,19,9,26.0,Standard,Annual,235.0,28
41770,31.0,M,17,12,5,3.0,Basic,Monthly,,24
53419,43.0,Female,41,24,5,17.0,Standard,Annual,,8
62544,52.0,Male,26,1,4,,Premium,Monthly,792.0,15
47048,50.0,Male,47,3,5,20.0,Premium,Quarterly,640.0,22
8986,41.0,Female,30,10,5,25.0,Basic,Annual,927.0,26
15551,55.0,FEMALE,46,6,9,14.0,Standard,Monthly,560.0,2
4267,24.0,Male,1,15,9,20.0,Standard,Monthly,720.0,23
47860,20.0,Female,23,13,0,21.0,Premium,Monthly,328.0,24
28574,23.0,Male,45,21,9,21.0,Basic,Annual,891.0,7
50359,48.0,Female,18,19,1,23.0,Standard,Monthly,,22
13835,42.0,Female,53,27,10,2.0,Basic,Monthly,677.0,27
50173,35.0,Female,48,7,9,23.0,Standard,Quarterly,,27
6128,25.0,Male,43,3,1,15.0,Premium,Monthly,963.0,30
7865,18.0,Female,53,24,6,,Standard,Quarterly,153.0,17
3688,22.0,Female,21,19,6,4.0,Standard,Monthly,664.0,28
22680,47.0,Male,30,7,9,16.0,Basic,annual,494.0,17
54008,20.0,Female,57,19,7,20.0,Basic,Monthly,107.0,1
32493,,Female,12,26,8,6.0,Basic,Quarterly,,2
39476,46.0,Male,46,12,3,16.0,Basic,Annual,923.0,17
24770,24.0,Female,2,12,7,12.0,Standard,Annual,525.0,27
64098,20.0,Male,54,2,6,30.0,Premium,Quarterly,610.0,22
49390,36.0,Female,25,28,9,25.0,Standard,Monthly,551.0,18
39954,18.0,Male,46,29,9,29.0,Standard,Annual,291.0,8
10261,38.0,Male,37,3,5,30.0,Premium,Monthly,227.0,17
35816,37.0,Male,36,19,9,1.0,Premium,Annual,,19
20886,59.0,Male,58,24,2,5.0,Standard,Monthly,884.0,8
51129,38.0,Female,43,23,10,23.0,Basic,Monthly,434.0,3
27276,42.0,Male,12,20,2,18.0,Standard,Annual,318.0,10
64252,39.0,Male,37,1,1,3.0,Premium,Annual,159.0,25
15866,60.0,Male,41,13,6,16.0,Standard,Monthly,974.0,18
21181,37.0,Male,29,18,8,18.0,Premium,Annual,217.0,7
27162,28.0,Male,16,25,6,13.0,Standard,Quarterly,352.0,7
50764,32.0,Female,27,29,5,16.0,Premium,Annual,483.0,6
37785,20.0,F,52,25,10,17.0,Premium,Annual,500.0,3
2372,20.0,Female,4,15,7,23.0,Standard,Monthly,717.0,20
16222,21.0,Male,38,12,8,26.0,Premium,Annual,974.0,5
24695,18.0,Female,49,12,0,15.0,standard,Annual,217.0,11
62649,50.0,Female,16,5,9,28.0,Basic,Monthly,980.0,9
42429,22.0,FEMALE,43,11,5,3.0,Premium,Monthly,518.0,6
30002,,Male,28,15,3,17.0,Premium,Monthly,675.0,15
57754,54.0,Female,7,23,7,24.0,Basic,Annual,288.0,9
20709,24.0,Female,20,21,1,7.0,Standard,Annual,214.0,16
59059,31.0,Male,47,6,5,16.0,Basic,Quarterly,540.0,13
10889,34.0,Female,5,8,8,,Standard,Monthly,465.0,11
42816,23.0,Female,10,9,7,13.0,Basic,Annual,867.0,18
12149,45.0,Female,40,23,9,28.0,Standard,Monthly,977.0,26
31723,18.0,Male,23,8,7,22.0,standard,Annual,332.0,2
11306,60.0,Female,38,24,10,,Premium,Quarterly,537.0,19
42179,53.0,Male,4,1,6,2.0,Premium,Monthly,777.0,8
38685,53.0,Female,18,28,4,,Basic,Monthly,904.0,4
38416,33.0,Female,36,22,3,12.0,Basic,Monthly,799.0,26
51067,38.0,Male,55,3,7,21.0,STANDARD,Annual,878.0,1
34974,30.0,Female,56,17,5,19.0,Standard,Annual,257.0,7
47326,63.0,Female,40,1,9,24.0,Basic,Annual,,3
24239,36.0,Female,33,14,6,0.0,Basic,Quarterly,544.0,24
23252,18.0,Female,25,25,0,21.0,Premium,Annual,861.0,20
10200,35.0,Male,4,14,3,5.0,Basic,Monthly,,1
30644,63.0,Female,31,9,6,25.0,Standard,Quarterly,184.0,29
14918,50.0,Female,34,23,2,21.0,Basic,Monthly,123.0,29
14393,28.0,Male,17,21,0,21.0,Standard,Quarterly,996.0,14
58382,50.0,M,25,24,10,,Basic,Annual,884.0,12
62299,32.0,Female,37,29,5,19.0,PREMIUM,Quarterly,757.0,7
32896,,Male,24,23,0,2.0,Standard,Monthly,439.0,2
43216,,male,54,12,10,2.0,Basic,Quarterly,569.0,10
21351,,Male,53,22,3,,Premium,Annual,921.0,11
4090,22.0,Male,46,1,0,0.0,Standard,Quarterly,904.0,11
62301,31.0,Male,36,16,9,28.0,Premium,Annual,687.0,14
6658,58.0,Male,52,6,6,8.0,Standard,Annual,980.0,13
44376,,Female,33,11,9,25.0,Standard,Annual,506.0,30
23503,63.0,Male,28,15,4,3.0,Standard,annual,710.0,2
4947,49.0,Male,11,25,10,0.0,Standard,Quarterly,917.0,1
14880,20.0,Male,15,24,0,12.0,Premium,Annual,895.0,9
9656,54.0,Male,16,2,5,25.0,Basic,Quarterly,868.0,28
4350,57.0,Female,55,4,6,18.0,Basic,Quarterly,610.0,6
23102,40.0,FEMALE,20,23,3,25.0,BASIC,Annual,,2
40939,21.0,Male,32,9,6,19.0,PREMIUM,Monthly,932.0,3
49114,,Female,40,20,5,20.0,Premium,Quarterly,228.0,8
58827,19.0,Male,27,2,6,17.0,STANDARD,Quarterly,629.0,25
842,37.0,M,59,10,0,,Standard,Monthly,126.0,17
46258,60.0,male,24,3,6,9.0,Standard,Monthly,632.0,25
52653,55.0,Female,46,18,10,26.0,PREMIUM,monthly,852.0,22
59278,,Female,15,22,5,,Basic,Monthly,661.0,11
19063,49.0,Male,39,28,10,5.0,Premium,Monthly,461.0,10
31298,43.0,Male,54,26,2,,Premium,Quarterly,635.0,16
37746,,FEMALE,27,22,5,7.0,Standard,ANNUAL,965.0,28
26717,26.0,Female,5,8,1,10.0,Premium,Quarterly,852.0,6
56319,,Female,53,25,8,22.0,Standard,Monthly,773.0,24
12488,46.0,Male,9,10,0,6.0,Basic,Monthly,500.0,16
60364,43.0,Female,16,26,6,26.0,Basic,Quarterly,311.0,27
61110,,Female,21,5,6,21.0,Standard,Monthly,,4
54866,24.0,Male,60,15,8,24.0,Premium,Annual,258.0,29
46845,48.0,Female,46,9,7,26.0,Premium,Annual,904.0,6
46482,32.0,Female,48,16,4,27.0,Basic,Monthly,332.0,17
13145,20.0,female,36,30,1,27.0,Standard,Annual,621.0,2
59065,62.0,Female,40,25,5,22.0,premium,Monthly,529.0,14
53781,29.0,M,60,21,5,26.0,Premium,Monthly,722.0,16
10877,22.0,Female,56,26,0,29.0,Standard,monthly,897.0,14
43516,36.0,female,26,20,4,28.0,Premium,annual,858.0,15
26715,24.0,Male,54,18,0,6.0,Premium,Monthly,931.0,27
6845,59.0,Male,47,26,2,7.0,Premium,Monthly,808.0,15
48202,19.0,F,34,12,9,24.0,premium,Quarterly,735.0,13
62986,54.0,Male,26,16,7,22.0,Basic,Monthly,144.0,19
3372,20.0,Female,26,22,8,24.0,Standard,Monthly,650.0,2
64086,41.0,Male,24,20,5,21.0,Basic,Monthly,,21
11208,24.0,Female,55,1,1,8.0,Premium,Annual,572.0,30
59976,55.0,Female,50,11,0,26.0,Basic,Quarterly,454.0,12
48617,61.0,Female,48,27,2,23.0,Premium,Quarterly,115.0,21
21787,46.0,Female,18,15,4,2.0,Basic,Monthly,904.0,9
11107,46.0,Male,8,6,10,18.0,Standard,Annual,655.0,7
33166,27.0,Female,16,23,6,3.0,Basic,MONTHLY,716.0,7
31255,62.0,Female,26,15,8,28.0,Premium,Annual,430.0,27
32348,58.0,Female,10,11,0,17.0,Basic,ANNUAL,837.0,30
15012,61.0,Male,56,29,8,12.0,Basic,ANNUAL,825.0,5
35194,65.0,Female,52,26,1,28.0,Premium,Quarterly,857.0,11
30921,,Female,52,15,7,17.0,Standard,Quarterly,436.0,20
17035,31.0,Female,60,16,2,6.0,Basic,Monthly,954.0,29
64370,45.0,Female,33,12,6,21.0,Basic,Quarterly,,14
41481,49.0,Female,5,7,4,12.0,Standard,MONTHLY,,1
40541,25.0,Male,32,2,6,,Premium,Monthly,130.0,25
42689,37.0,female,6,8,5,10.0,Basic,Quarterly,676.0,28
47012,59.0,Female,36,25,1,30.0,Standard,Monthly,616.0,14
59512,46.0,Male,43,20,7,20.0,Premium,Quarterly,894.0,7
29887,33.0,Female,11,25,4,29.0,Premium,Quarterly,499.0,1
33669,64.0,Male,6,14,8,,basic,Quarterly,324.0,24
53697,27.0,Female,40,1,1,22.0,standard,Monthly,,16
49960,30.0,Male,40,9,9,28.0,Standard,Quarterly,853.0,5
43217,30.0,Female,26,23,5,5.0,Premium,Monthly,209.0,14
38957,,Male,60,29,3,2.0,Basic,Monthly,484.0,6
48236,65.0,Female,34,23,3,26.0,Premium,Quarterly,151.0,3
3375,58.0,Male,51,18,9,17.0,Standard,Quarterly,618.0,24
47509,56.0,Female,40,14,5,18.0,Basic,Quarterly,508.0,13
368,29.0,Male,1,1,2,1.0,Premium,Quarterly,431.0,8
2472,52.0,Female,56,13,6,1.0,Premium,Quarterly,475.0,29
41290,28.0,Female,37,4,6,20.0,Basic,Quarterly,223.0,8
29238,29.0,Male,60,2,2,27.0,Premium,QUARTERLY,811.0,4
48810,53.0,Female,46,18,3,,Basic,Monthly,973.0,20
22930,40.0,Female,14,6,2,,standard,Quarterly,454.0,28
44489,35.0,Male,9,29,9,27.0,Basic,Monthly,,28
1456,20.0,Female,24,18,6,7.0,PREMIUM,monthly,647.0,24
64238,19.0,Female,49,22,7,24.0,Premium,Annual,,30
21322,52.0,Female,33,7,6,6.0,Premium,Quarterly,985.0,2
54005,,Female,29,25,5,23.0,Standard,Monthly,545.0,16
42089,58.0,Male,32,17,3,14.0,Standard,Monthly,787.0,24
39353,41.0,male,29,18,2,,Standard,Quarterly,972.0,3
24292,52.0,Male,5,5,8,24.0,Basic,Monthly,630.0,19
31310,39.0,Female,58,10,7,14.0,Basic,Quarterly,345.0,17
22029,30.0,Male,8,5,1,21.0,Basic,Monthly,519.0,13
40926,62.0,Male,24,23,0,0.0,Standard,Annual,728.0,19
19151,,Male,13,19,6,4.0,Basic,Annual,757.0,15
20846,32.0,Male,36,25,3,21.0,Basic,Monthly,948.0,30
4313,58.0,Female,56,18,2,22.0,Standard,Monthly,633.0,5
10715,34.0,Female,1,2,5,28.0,Premium,Monthly,150.0,5
60383,42.0,FEMALE,34,21,10,,Standard,Quarterly,742.0,19
8665,32.0,Female,16,4,2,25.0,standard,Quarterly,297.0,27
40981,40.0,Male,30,11,7,13.0,Premium,Monthly,830.0,28
4321,65.0,Male,31,11,10,23.0,Premium,Annual,156.0,25
